acc_x,acc_y,acc_z,tilt_angle,temperature,humidity,fire,vibration,water_float,ultrasonic_distance,landslide,high_temp,vibration_alert,fire_alert,flood_alert
9.347869435625483,-1.8121122541711703,5.809382605499844,9.521891293604355,39.56694461760405,73.48933047329675,0,0,0,95.20474695779566,1,1,0,0,0
-1.1541711817937461,2.6807537478259373,3.538541322366223,2.9186558161876475,28.93289887200861,70.7292104923979,0,0,0,20.808849765147645,0,0,0,0,0
7.236578274822691,-2.310065725751482,4.6194631612045285,7.596345752065757,27.95020860661829,85.6551468983258,0,0,0,59.61883156935291,1,0,0,0,0
0.06442731613099895,5.574111709876107,3.6993939156522715,5.574484032916569,22.022262586533977,37.395738195595044,0,0,0,142.35852621316542,1,0,0,0,0
-9.718135446612342,-3.525279440693831,0.97978130855107,10.337782726178853,24.25569022078587,46.643213219866766,0,0,0,52.16054622169218,1,0,0,0,0
7.437479411681181,9.270542789096268,1.4024511520441794,11.885245626559271,15.647499827917134,85.22999604280078,0,0,0,69.05615451126094,1,0,0,0,0
0.3452648649447063,7.424959432294969,2.389094569048469,7.432982604459082,32.63126437222407,23.664587733790867,0,0,0,185.43617625051692,1,0,0,0,0
1.282437734987603,9.76334611121613,8.293892563964672,9.847211474905942,15.991763445968155,49.85837073971695,0,0,1,28.805142382652157,1,0,0,0,0
-5.879916312551192,5.386162899282088,2.8491119609169697,7.973968059893921,28.86792969767881,63.518363792565005,0,0,0,30.189418535175836,1,0,0,0,0
4.719784898092152,-2.230677529186746,1.7939892925540788,5.220372757138846,42.82518709827238,47.320187741521124,0,0,0,21.586704037512533,1,1,0,0,0
0.8371626891344537,-6.950408596600579,5.1768233935180925,7.000644329472685,36.73529782956648,21.885830867870396,0,1,0,141.6298599852905,1,0,1,0,0
9.866158534683123,1.868663815997742,6.0187078289172105,10.041563060038008,28.011136023768362,21.901410091039292,0,0,0,79.39228595585342,1,0,0,0,0
-0.07418345620323308,-5.424400330725831,6.83946131351495,5.424907569088414,21.035251862402465,50.52397968469232,0,0,0,31.59067212117687,1,0,0,0,0
-4.3267466390152975,2.6151445543541314,3.980308708276107,5.055661926829981,26.520730769274543,30.129376983695103,0,0,1,58.527426477239224,1,0,0,0,0
0.5228594010734966,-1.9789746170332094,8.72192545023505,2.0468811612188613,24.585508644506284,34.13867601105844,0,0,0,174.62384347867427,0,0,0,0,0
-5.03858361795624,9.840293644518997,6.339079104150449,11.055256843940713,38.664177269568334,78.48076345859842,1,0,1,11.772110360613304,1,1,0,1,1
